Plot,Name,Authors,Proceedings,FOM,Power,Jitter,FracSpur,Area,Tech,Fref,Fout,TuningRange,TuningPercent,N,FOM_N,Architecture,PhaseDetector,Oscillator,URL,Tags (optional)
TRUE,A Power-Efficient Fractional-N DPLL With Phase Error Quantized in Fully Differential-Voltage Domain,"Wu, Lianbo & Burger, Thomas & Schönle, Philipp & Huang, Qiuting",JSSC'21,-248.1,9.2,101,-56,0.27,130,80,3.36,0.5,0.15,42,-264.3,DPLL,TDC,LC,https://ieeexplore.ieee.org/document/9321137,"Analog-to-digital converter (ADC), Clocks, Fractional-N, Phase locked loops, Quantization (signal), Radio frequency, Sensitivity, differential, digital controlled oscillator (DCO), digital phase-locked loop (PLL), frequency synthesizer, jitter, low jitter, phase noise, ramp generation, sampling, time-to-digital converter (TDC), voltage domain"
TRUE,A Time Amplifier Assisted Frequency-to-Digital Converter Based Digital Fractional-N PLL,"Helal, Eslam & Alvarez-Fontecilla, Enrique & Eissa, Amr I. & Galton, Ian",JSSC'21,-239,21.7,240,-50,0.17,22,80,6.5,1,0.15,81,-258.1,DPLL,TDC,LC,https://ieeexplore.ieee.org/document/9344827,"Averaging resistors, Calibration, Delays, Phase frequency detectors, Phase locked loops, Quantization (signal), Transistors, delta-sigma (ΔΣ) modulation, digital phase-locked loop (PLL), dual-mode ring oscillator (DMRO), frequency synthesizer, frequency-to-digital converter (FDC), gain calibration, jitter, phase noise, phase sampling, time amplifier (TA)"
FALSE,A 66-fs-rms Jitter 12.8-to-15.2-GHz Fractional-N Bang–Bang PLL With Digital Frequency-Error Recovery for Fast Locking,"Santiccioli, Alessio & Mercandelli, Mario & Bertulessi, Luca & Parisi, Angelo & Cherniak, Dmytro & Lacaita, Andrea L. & Samori, Carlo & Levantino, Salvatore",JSSC'20,-250.6,19.8,66.2,-61,0.17,28,500,13.5,2.4,0.18,27,-264.9,DPLL,BB,LC,https://ieeexplore.ieee.org/document/9186276,"Bang–bang phase detector (BBPD), Detectors, Digital phase-locked loop (DPLL), Frequency synthesizers, Phase frequency detector, Phase locked loops, Quantization (signal), Time-frequency analysis, digital-to-time converter (DTC), fast-locking, fifth-generation (5G) fractional-N, frequency synthesizer, jitter, low-jitter, phase-locked loop (PLL)"
TRUE,A 1.6-to-3.0-GHz Fractional- N MDLL With a Digital-to-Time Converter Range-Reduction Technique Achieving 397-fs Jitter at 2.5-mW Power,"Santiccioli, Alessio & Mercandelli, Mario & Lacaita, Andrea L. & Samori, Carlo & Levantino, Salvatore",JSSC'19,-243.2,2.5,397,-54.8,0.0275,65,100,1.65,1.4,0.85,17,-255.4,MDLL,TDC,Ring,https://ieeexplore.ieee.org/document/8856254,"Bandwidth, Multiplexing, Optimization, Phase locked loops, digital-to-time converter (DTC), injection-locking, jitter, low-jitter, low-power, multiplying delay-locked loop (MDLL), phase noise, phase-locked loop (PLL)"
TRUE,A 0.5-V 1.6-mW 2.4-GHz Fractional-N All-Digital PLL for Bluetooth LE With PVT-Insensitive TDC Using Switched-Capacitor Doubler in 28-nm CMOS,"Pourmousavian, Naser & Kuo, Feng-Wei & Siriburanon, Teerachot & Babaie, Masoud & Staszewski, Robert Bogdan",JSSC'18,-239.2,1.6,860,-57,0.33,28,40,2.44,0.5,0.2,61,-257.1,DPLL,TDC,LC,https://ieeexplore.ieee.org/document/8396263,"All-digital PLL (ADPLL), Bluetooth, Bluetooth low energy (BLE), Calibration, Clocks, Delays, Internet of Things (IoT), Oscillators, Phase locked loops, Voltage control, and temperature (PVT) insensitive, digitally controlled oscillator (DCO), process, regulator, switched-capacitor (SC) dc-dc doubler, voltage"
TRUE,A 3.5–6.8-GHz Wide-Bandwidth DTC-Assisted Fractional-N All-Digital PLL With a MASH \Delta \Sigma -TDC for Low In-Band Phase Noise,"Wu, Ying & Shahmohammadi, Mina & Chen, Yue & Lu, Ping & Staszewski, Robert Bogdan",JSSC'17,-237,10.7,420,-42,0.5,40,40,2,1.65,0.83,50,-254,DPLL,TDC,LC,https://ieeexplore.ieee.org/document/7915668,"Bandwidth, Clocks, DTC-assisted ADPLL, Delta–sigma modulator, Frequency conversion, Frequency modulation, Oscillators, Phase locked loops, Quantization (signal), TDC, digital phase-locked loop (PLL), digital-to-time converter (DTC), error-feedback, fractional-N PLL, frequency synthesizer, multi-stage noise shaping (MASH) time-to-digital converter (TDC), noise-shaping TDC, phase noise (PN), time-interleaved TDC, transformer-based digitally controlled oscillator (DCO), wide tuning-range DCO"
FALSE,A Digital PLL With Feedforward Multi-Tone Spur Cancellation Scheme Achieving <–73 dBc Fractional Spur and <–110 dBc Reference Spur in 65 nm CMOS,"Ho, Cheng-Ru & Chen, Mike Shuo-Wei",JSSC'16,-230,20.9,557,-73.7,0.77,65,30,3.57,2,0.56,119,-250.8,DPLL,TDC,LC,https://ieeexplore.ieee.org/document/7559793,"ADPLL, Adaptive filter, Clocks, DPLL, Delays, Feedforward neural networks, Harmonic analysis, PLL, Phase locked loops, Stability analysis, Transfer functions, fractional spur, frequency synthesizer, interference cancellation, multi-tone spur cancellation"
TRUE,A 3.6 GHz Low-Noise Fractional-N Digital PLL Using SAR-ADC-Based TDC,"Xu, Zule & Miyahara, Masaya & Okada, Kenichi & Matsuzawa, Akira",JSSC'16,-238.3,9.7,390,-41,0.38,65,50,3.625,0.3,0.08,73,-256.9,DPLL,TDC,LC,https://ieeexplore.ieee.org/document/7513458,"CMOS, Capacitors, Charge pumps, Delays, Phase locked loops, digital phase-locked-loop (PLL), digitally controlled oscillator (DCO), frequency synthesizer, jitter, least-mean-square (LMS), phase noise, sub-picosecond resolution, successive-approximation-register analog-to-digital converter (SAR-ADC), time-to-digital converter (TDC)"
TRUE,A 79.3fsrms Jitter Fractional-N Digital PLL Based on a DTC Chopping Technique,"Moleri, Riccardo & Dartizio, Simone Mattia & Rossoni, Michele & Castoro, Giacomo & Tesolin, Francesco & Cherniak, Dmytro & Samori, Carlo & Lacaita, Andrea Leonardo & Levantino, Salvatore",VLSI'24,-249.8,16.7,79.3,-63.6,0.22,28,175,9.275,1.5,0.16,53,-267,DPLL,BB,LC,https://ieeexplore.ieee.org/document/10631343,"1/f noise, DPLL, DTC, Fractional-N, Phase locked loops, Synthesizers, Very large scale integration, chopping, jitter, low-jitter, low-spur"
TRUE,A PVT-Robust 5.5GHz Fractional-N Cascaded RO-Based Digital PLL with Voltage-Domain Feedforward Noise Cancellation,"Duan, Yu & Zhu, Yan & Martins, Rui P. & Chan, Chi-Hang",ISSCC'25,-237.6,20.6,291,-62,0.099,28,200,5.5,,0,28,-252,DPLL/DPLL,TDC/BB,LC,https://ieeexplore.ieee.org/document/10904636,"Calibration, Delays, Noise cancellation, Prototypes, Quantization (signal), Reviews, Solid state circuits, Thermal stability, jitter, phase locked loops"
TRUE,"A 96fsrms-Jitter, -70.6dBc-Fractional-Spur Cascaded PLL Employing Two MMDs with Shared DSM for Quantization Noise Cancellation","Zhang, Haoming & Zhu, Yuyang & Osada, Masaru & Iizuka, Tetsuya",ISSCC'25,-247.1,21.2,95.9,-70.6,0.25,65,82,5.2,1,0.19,63,-265.1,APLL/APLL,SS/CP,LC,https://ieeexplore.ieee.org/document/10904516,"Calibration, Low-pass filters, Power harmonic filters, Quantization (signal), Time-domain analysis, Transceivers, Wireless communication, jitter, phase locked loops, voltage"
TRUE,19.3 A Fractional-N PLL with 34fsrms Jitter and −255.5dB FoM Based on a Multipath Feedback Technique,"Hung, Chao-Ching & Shen, Chih-Hsien & Lin, Chien-Li & Tzou, Mou & Fong, Kevin & Hsueh, Yu-Li",ISSCC'25,-254.6,24.4,37.7,-64.8,0.48,22,160,4.8,2.2,0.46,30,-269.4,APLL,CP,LC,https://ieeexplore.ieee.org/document/10904550,"Frequency modulation, Frequency synthesizers, Noise, Phase modulation, Solid state circuits, Standards, jitter, phase locked loops"
TRUE,"19.7 A 27GHz Fractional-N Sub-Sampling PLL Achieving 57.9\mathbffs_\textrms Jitter, −249.7dB FoM, and \mathbf1.98\mu \mathbfS Locking Time Using Polarity-Reversible SSPD","Li, Haoran & Li, Jinge & Jiang, Xueying & Meng, Xi & Yin, Jun & Martins, Rui P. & Mak, Pui-In",ISSCC'25,-250.2,32.16,57.9,-55.2,0.098,28,120,25.2,3.8,0.15,210,-273.4,APLL,SS,LC,https://ieeexplore.ieee.org/document/10904556,"Clocks, Frequency locked loops, Millimeter wave communication, Millimeter wave technology, Quantization (signal), Solid state circuits, Time-frequency analysis, jitter, phase locked loops, phase noise"
TRUE,19.6 A 60GHz I/Q-Calibrated SSB-Mixer-Based LO with Sub-ns Settling Time and −56dBc Worst-Case Spur Using ILO Filter in 28nm CMOS,"Oh, Jaewon & So, Cheol & Kim, Hyojun & Hong, Songcheol & Cho, SeongHwan",ISSCC'25,-245.8,73,60.3,-56,0.6,28,300,60,11.7,0.2,200,-268.8,APLL,CP,LC,https://ieeexplore.ieee.org/document/10904718,"Bandwidth, Modulation, OFDM, Radar applications, Radio frequency, Robustness, Sensors, Signal to noise ratio, Solid state circuits, Standards"
TRUE,"19.8 A 0.65V-VDD 10.4-to-11.8GHz Fractional-N Sampling PLL Achieving 73.8fsrms Jitter, -271.5dB FoMN, and -61 dBc in-Band Fractional Spur in 40nm CMOS","Shen, Xinyu & Zhang, Zhao & Li, Yixi & Chen, Junjie & Kong, Xiangjian & Qi, Nan & Liu, Jian & Wu, Nanjian & Liu, Liyuan",ISSCC'25,-251.3,13.7,73.8,-61,0.27,40,100,10.5,1.4,0.13,105,-271.5,APLL,SS,LC,https://ieeexplore.ieee.org/document/10904612,"Detectors, Hardware, Logic, Noise, Transceivers, Wireless communication, Wireless sensor networks, jitter, phase locked loops, voltage"
TRUE,19.11 A 13GHz Charge-Pump PLL Achieving \mathbf15.8\mathbffs_\mathbfrms Integrated Jitter and -98.5dBc Reference Spur,"Sun, Depeng & Bu, Feng & Ye, Qixian & Li, Shijie & Gao, Yuan & Wang, Bowen & Xu, Hao & Yan, Na & Liu, Shubin & Zhu, Zhangming",ISSCC'25,-257,79.53,15.8,,0.518,65,250,13,,0,52,-274.2,APLL,CP,LC,https://ieeexplore.ieee.org/document/10904662,"Charge pumps, Detectors, Phase frequency detectors, Protection, Solid state circuits, Voltage-controlled oscillators, jitter, phase locked loops, phase noise, wideband"
TRUE,10.5 A 76 fsrms- Jitter and -65dBc- Fractional-Spur Fractional-N Sampling PLL Using a Nonlinearity-Replication Technique,"Shin, Yuhwan & Lee, Junseok & Kim, Juyeop & Jo, Yongwoo & Choi, Jaehyouk",ISSCC'24,-250.5,15.3,76,-65,0.17,40,150,10.5,1.4,0.13,70,-269,DPLL,SS,LC,https://ieeexplore.ieee.org/document/10454557,"Capacitors, Quantization (signal), Voltage-controlled oscillators, jitter, phase noise, thermal noise, voltage"
TRUE,4.5 A 9.25GHz Digital PLL with Fractional-Spur Cancellation Based on a Multi-DTC Topology,"Castoro, Giacomo & Dartizio, Simone M. & Tesolin, Francesco & Buccoleri, Francesco & Rossoni, Michele & Cherniak, Dmytro & Bertulessi, Luca & Samori, Carlo & Lacaita, Andrea L. & Levantino, Salvatore",ISSCC'23,-250.6,17.9,77.1,-60.3,0.36,28,250,9.25,1.5,0.16,37,-266.3,DPLL,BB,LC,https://ieeexplore.ieee.org/document/10067351,"Communication industry, Costs, Hardware, Local oscillators, Quantization (signal), Topology, jitter"
FALSE,32.3 A 12.9-to-15.1GHz Digital PLL Based on a Bang-Bang Phase Detector with Adaptively Optimized Noise Shaping Achieving 107.6fs Integrated Jitter,"Mercandelli, Mario & Santiccioli, Alessio & Dartizio, Simone Mattia & Shehata, Abanob & Tesolin, Francesco & Karman, Saleh & Bertulessi, Luca & Buccoleri, Francesco & Avallone, Luca & Parisi, Angelo & Lacaita, Andrea Leonardo & Kennedy, Michael Peter & Samori, Carlo & Levantino, Salvatore",ISSCC'21,-251.7,10.8,107.6,-50.4,0.21,28,250,13,2.2,0.17,52,-268.9,DPLL,BB,LC,https://ieeexplore.ieee.org/document/9365768,"Delta modulation, Phase locked loops, Quantization (signal), Transceivers, Wireless communication, jitter, noise shaping"
TRUE,"17.3 A −58dBc-Worst-Fractional-Spur and −234dB-FoMjitter, 5.5GHz Ring-DCO-Based Fractional-N DPLL Using a Time-Invariant-Probability Modulator, Generating a Nonlinearity-Robust DTC-Control Word","Seong, Taeho & Lee, Yongsun & Hwang, Chanwoong & Lee, Jeonghyun & Park, Hangi & Lee, Kyuho Jason & Choi, Jaehyouk",ISSCC'20,-233.8,9.88,648,-58,0.108,65,100,5.5,1.5,0.27,55,-251.2,DPLL,TDC,Ring,https://ieeexplore.ieee.org/document/9062948,"Bandwidth, Data acquisition, Frequency synthesizers, Noise measurement, Phase locked loops, jitter, phase noise"
TRUE,BASS-PLL: A Bandwidth Augmented Sub-Sampling PLL Achieving a Wide Bandwidth Above 30% of the Reference Frequency and a Worst Case FoMREF of -247.9dB at 3GHz with a Ring Oscillator,"Cai, Xueke & Zhang, Tong & Jie, Weihao & Zheng, Yanling & Li, Deyong & Zhang, Yiwen & Zhao, Yang & Li, Yongfu & Jiang, Honglan & Mercier, Patrick & Wang, Hui",CICC'25,-242.9,6.26,282,,0.11,40,31.25,3,2.4,0.8,96,-262.7,APLL,SS,Ring,https://ieeexplore.ieee.org/document/10983164,"Bandwidth, Generators, Hands, High frequency, Noise reduction, Optimization, jitter, phase locked loops, phase noise, ring oscillators"
TRUE,A Fractional-N Cascaded PLL Employing the Calibration-Free Noise-and-Spur Cancellation Technique,"Hu, Yongqi & Huang, Jue & Ning, Chenkang & Yuan, Yumeng & Xu, Hao & Yan, Na & Kou, Xufeng",CICC'25,-252.3,4.48,127.8,-62,0.24,28,100,7.2,0.8,0.11,72,-270.9,APLL,SS,LC,https://ieeexplore.ieee.org/document/10983717,"Bandwidth, Frequency synthesizers, Layout, Noise, Noise cancellation, Power demand, Wireless communication, phase locked loops, phase noise, ring oscillators"
TRUE,A 37.5fs-rms Jitter and −254.1dB FoM Fractional-N Sampling PLL with Reference-Phase-Selection and Complementary-DTC Achieving 8× DTC Range Reduction and Zero DTC Delay Offset,"Liu, Yanchao & Wang, Kaihang & Li, Yang & Liu, Yuchen & Yu, Xiaohua & Ni, Ronghua",CICC'25,-254.1,27.9,37.5,-64.6,0.25,28,250,14.5,0.85,0.06,58,-271.7,APLL,SS,LC,https://ieeexplore.ieee.org/document/10983724,"Delays, Protocols, Quantization (signal), Voltage-controlled oscillators, jitter, phase locked loops, phase noise, ring oscillators, thermal noise, voltage"
TRUE,"A 0.18-µs-Locking-Time Fractional-N PLL with Stochastic Gradient Descent Tuning Curve Fitting, Initial Phase Error Zeroing, and Random DSM Achieving 44.4-fs Jitter at Near-Integer Channel","Liu, Hongzhuo & Deng, Wei & Jia, Haikun & Chi, Baoyong",CICC'25,-252.7,35.1,44.4,-60.9,0.22,28,250,12.2,3.7,0.3,48.8,-269.6,DPLL,TDC,LC,https://ieeexplore.ieee.org/document/10982962,"Local oscillators, Measurement, Solids, Spread spectrum communication, Switches, Transfer functions, Tuning, Voltage-controlled oscillators, jitter, phase locked loops"
TRUE,A 6.65-to-7.75GHz Fractional-N Digital PLL with Analog Pre-Distortion DTC Implementing 2nd/3rd-Order Calibration and Achieving −65.7dBc Fractional Spur and 154fs Integrated Jitter,"Zhang, Daxu & Xu, Dingxin & Huang, Hongye & Madany, Waleed & Liu, Zezheng & Wang, Wenqian & Xiong, Yuang & Fadila, Ashbir Aviat & Li, Duo & Zhang, Yuncheng & Shirane, Atsushi & Okada, Kenichi",CICC'25,-248.8,5.6,154,-65.7,0.27,65,100,7,1,0.14,70,-267.3,DPLL,BB,LC,https://ieeexplore.ieee.org/document/10983671,"Quantization (signal), Radar, Shape, Time-domain analysis, Transceivers, Wireless communication, Wireless sensor networks, jitter, phase locked loops, phase noise"
TRUE,"A 24.6-to-30.6GHz Magnetic-Isolated Sub-Sampling PLL with a Fast-Locking FLL Achieving 64.9fs Jitter, −253.3dB FoMJ, and −69.1dBc Reference Spur in 65nm CMOS","Cao, Hanzhang & Wang, Chuqiao & Liu, Yanwei & Wu, Wen & Huang, Tongde & Liu, Xiaolong",CICC'25,-253.3,11.2,64.9,,0.19,65,100,27,6,0.22,270,-277.6,APLL,SS,LC,https://ieeexplore.ieee.org/document/10983562,"Frequency locked loops, Switches, Threshold voltage, Time-frequency analysis, Topology, Transistors, Voltage-controlled oscillators, jitter, phase locked loops, phase noise"
TRUE,A 22.4-25.6GHz Ping-Pong Sub-Sampling PLL Featuring Unified Supply Voltage and Balanced 2nd Harmonic Extraction Achieving 45.8fsrms Jitter and -254.3dB FoM,"Huang, Yunbo & Yang, Zunsong & Ren, Hongyu & Martins, Rui P. & Lu, Yan & Sun, Nan & Qi, Nan & Chen, Yong",CICC'25,-254.3,17.6,45.8,,0.23,65,100,24,3.2,0.13,240,-278.1,APLL,SS,LC,https://ieeexplore.ieee.org/document/10983523,"Clocks, Degradation, Harmonic analysis, Power harmonic filters, Q-factor, Transceivers, Voltage-controlled oscillators, Wireless communication, jitter, phase locked loops"
TRUE,A 0.7-V 26.2-28.5 GHz Dual-Loop Double-Sampling PLL with Floating Capacitor OTA Based Gm-CP Achieving a 45.4-fsRMS Jitter,"Chang, Jun & Liang, Hongzhi & Luo, Yixiao & Peng, Zeyu & Li, Zhe & Shen, Yi & Liu, Shubin & Zhu, Zhangming",CICC'25,-255.6,13.4,45.4,,0.078,28,150,27,2.3,0.09,180,-278.2,APLL,CP,LC,https://ieeexplore.ieee.org/document/10983379,"Low voltage, MOSFET, Modulation, Passive filters, Transceivers, Voltage control, Voltage-controlled oscillators, jitter, phase locked loops, phase noise"
TRUE,A 6.0-to-6.9GHz 99fsrms-Jitter Type-II Sampling PLL with Automatic Frequency and Phase Calibration Method Achieving 0.62μs Locking Time in 28nm CMOS,"Yang, Jian & Xu, Tailong & Meng, Xi & Li, Zhenghao & Yin, Jun & Mak, Pui-In & Martins, Rui P. & Pan, Quan",CICC'24,-253.5,4.6,99,,0.15,28,100,6.5,0.9,0.14,65,-271.6,APLL,SS,LC,https://ieeexplore.ieee.org/document/10529055,"Filtering algorithms, Frequency estimation, Frequency synthesizers, Switches, Time-frequency analysis, Transforms, Wireless communication"
TRUE,A 66.7fs-Integrated-Jitter Fractional-N Digital PLL Based on a Resistive-Inverse-Constant-Slope DTC,"Salvi, Pietro & Dartizio, Simone M. & Rossoni, Michele & Tesolin, Francesco & Castoro, Giacomo & Lacaita, Andrea L. & Levantino, Salvatore",CICC'24,-251.3,16.7,66.7,-63.8,0.21,28,125,9.5,1.5,0.16,76,-270.1,DPLL,BB,LC,https://ieeexplore.ieee.org/document/10529003,"Limiting, Linearity, Local oscillators, Prototypes, Wireless communication, jitter, phase noise"
TRUE,A 20-24-GHz DPSSPLL with Charge-Domain Bandwidth Optimization Scheme Achieving 61.3-fs RMS Jitter and -253-dB FoMJitter,"Wang, Li & Liu, Zilu & Ma, Ruitao & Yue, C. Patrick",CICC'24,-253,13.35,61.23,,0.126,40,250,22,4,0.18,88,-272.4,APLL,SS,LC,https://ieeexplore.ieee.org/document/10529091,"Capacitors, Circuit stability, Resistors, Transceivers, Voltage-controlled oscillators, jitter, phase noise"
TRUE,An 11.1-to-14.9GHz Digital-Integral Hybrid-Proportional Fractional-N PLL with an LC DTC Achieving 0.52μs Locking Time and 41.3fs Jitter,"Liu, Hongzhuo & Deng, Wei & Jia, Haikun & Chi, Baoyong",CICC'24,-252.4,34,41.3,-66.9,0.21,28,250,13,3.8,0.29,52,-269.6,APLL/DPLL,SS/BB,LC,https://ieeexplore.ieee.org/document/10529102,"Gears, Linearity, Quantization (signal), Switches, Time-frequency analysis, Tuning, jitter, phase locked loops, phase noise, wideband"
TRUE,A 6.8-to-14.4GHz Octave-Tuning Fractional-N Charge-Pump PLL with Slide-Dithering-Based Background DTC Nonlinearity Calibration for Near-Integer Fractional Spur Mitigation Achieving 78fs RMS Jitter and -258.6dB \textFoM_\mathrmT,"Ye, Zonglin & Geng, Xinlin & Shi, Zhixiang & Zhang, Hongyang & Xie, Qian & Wang, Zheng",CICC'24,-250.1,16.18,77.96,-63.32,0.67,65,100,10.6,7.6,0.72,106,-270.4,APLL,CP,LC,https://ieeexplore.ieee.org/document/10529020,"Charge pumps, Fingerprint recognition, Linearity, Noise, Quantization (signal), Wireless communication, jitter"
TRUE,A 59.3fs Jitter and -62.1dBc Fractional-Spur Digital PLL Based on a Multi-Edge Power-Gating Phase-Detector,"Dartizio, Simone M. & Rossoni, Michele & Tesolin, Francesco & Castoro, Giacomo & Samori, Carlo & Lacaita, Andrea L. & Levantino, Salvatore",CICC'24,-251.9,18.5,59.3,-62.1,0.28,28,250,9.4,1.25,0.13,38,-267.7,DPLL,BB,LC,https://ieeexplore.ieee.org/document/10529002,"Delays, Linearity, Noise, Switches, Transceivers, Wireless communication, jitter"
TRUE,A 26GHz Fractional-N Charge-Pump PLL Based on A Dual-DTC-Assisted Time-Amplifying-Phase-Frequency Detector Achieving 37.1fs and 45.6fs rms Jitter for Integer-N and Fractional-N Channels,"Geng, Xinlin & Ye, Zonglin & Xiao, Yao & Xie, Oian & Wang, Zheng",CICC'23,-253,23.88,45.6,-59,0.47,65,250,26,4,0.15,104,-273.2,APLL,CP,LC,https://ieeexplore.ieee.org/document/10121261,"Charge pumps, Detectors, Frequency modulation, Linearity, Local oscillators, Quantization (signal), Spectral efficiency"
TRUE,"A 21.8-41.6GHz Fractional-N Sub-Sampling PLL with Dividerless Unequal-REF-Delay Frequency-Locked Loop Achieving -246.9dB FoMj and -270.3dB FoMj,N","Chen, Wen & Shu, Yiyang & Luo, Xun",CICC'23,-246.9,11.6,159.2,-44.2,0.17,40,100,31.5,19.8,0.63,315,-271.9,APLL,SS,LC,https://ieeexplore.ieee.org/document/10121208,"Frequency conversion, Frequency locked loops, Phase frequency detectors, Power demand, Wireless communication, phase locked loops, phase noise"
TRUE,A 6.5-to-8GHz Cascaded Dual-Fractional-N Digital PLL Achieving -63.7dBc Fractional Spurs with 50MHz Reference,"Xu, Dingxin & Zhang, Yuncheng & Huang, Hongye & Sun, Zheng & Liu, Bangan & Fadila, Ashbir Aviat & Qiu, Junjun & Liu, Zezheng & Wang, Wenqian & Xiong, Yuang & Madany, Waleed & Shirane, Atsushi & Okada, Kenichi",CICC'23,-242.9,14.2,191,-63.7,0.48,65,50,7.25,1.5,0.21,145,-264.5,MDLL/DPLL,BB/BB,LC,https://ieeexplore.ieee.org/document/10121180,"5G mobile communication, Application specific integrated circuits, Frequency synthesizers, Interference, OFDM, Wireless communication, jitter"
TRUE,A 9GHz 72fs-Total-lntegrated-Jitter Fractional-N Digital PLL with Calibrated Frequency Quadrupler,"Buccoleri, Francesco & Dartizio, Simone M. & Tesolin, Francesco & Avallone, Luca & Santiccioli, Alessio & Iesurum, Agata & Steffan, Giovanni & Bevilacqua, Andrea & Bertulessi, Luca & Cherniak, Dmytro & Samori, Carlo & Lacaita, Andrea L. & Levantino, Salvatore",CICC'22,-248.7,36,71.8,-59.7,0.47,28,125,9.5,2,0.21,76,-267.5,DPLL,BB,LC,https://ieeexplore.ieee.org/document/9772796,"Frequency conversion, Frequency modulation, Power demand, Quantization (signal), Wireless communication, jitter, phase noise"
TRUE,A 2-GHz Dual-Path Sub-Sampling PLL with Ring VCO Phase Noise Suppression,"Dong, Yangtao & Boon, Chirn Chye & Yang, Kaituo & Liu, Zhe",CICC'22,-226.9,2.96,2630,,0.037,28,20,2,,0,100,-246.9,APLL,SS,Ring,https://ieeexplore.ieee.org/document/9772813,"Application specific integrated circuits, Bandwidth, Conferences, Delay lines, Power demand, Voltage-controlled oscillators, phase noise"
TRUE,A 2.7mW 45fsrms-Jitter Cryogenic Dynamic-Amplifier-Based PLL for Quantum Computing Applications,"Gong, Jiang & Charbon, Edoardo & Sebastiano, Fabio & Babaie, Masoud",CICC'21,-256.5,2.7,75.3,,0.14,40,100,10,2.2,0.22,100,-276.5,APLL,DA,LC,https://ieeexplore.ieee.org/document/9431541,"Cryogenics, Integrated circuit interconnections, Power demand, Quantum algorithm, Qubit, Scalability, Superconducting cables"
TRUE,A 7.7 10.3GHz 5.2mW -247.3dB-FOM Fractional-N Reference Sampling PLL with 2nd Order CDAC Based Fractional Spur Cancellation In 45nm CMOS,"Liao, Dongyi & Dai, Fa Foster",CICC'20,-247.3,5.2,190,-56,0.19,45,80,9,2.6,0.29,113,-267.8,APLL,SS,LC,https://ieeexplore.ieee.org/document/9075927,"CDAC, Capacitors, Detectors, PLL, Prototypes, Quantization (signal), Silicon-on-insulator, Voltage-controlled oscillators, frac-N, jitter, reference sampling, spur cancellation"
TRUE,A 0.5V-to-0.9V 0.2GHz-to-5GHz Ultra-Low-Power Digitally-Assisted Analog Ring PLL with Less Than 200ns Lock Time in 22nm FinFET CMOS Technology,"Xiang, Bo & Fan, Yongping & Ayers, James & Shen, James & Zhang, Dan",CICC'20,-234.4,0.682,2300,,0.015,22,100,3.2,4.8,1.5,32,-249.5,APLL,CP,Ring,https://ieeexplore.ieee.org/document/9075897,"Charge pumps, Clocks, IoT, Low-power electronics, PLL, SoC, Switches, Ultra-low power, Voltage-controlled oscillators, digitally-assisted, fast locking, jitter, phase locked loops, phase-locked loop, wide output clock frequency range, wide reference clock frequency range"
FALSE,A 0.55mW Fractional-N PLL with a DC-DC Powered Class-D VCO Achieving Better than -66dBc Fractional and Reference Spurs for NB-IoT,"Kooshkaki, Hossein Rahmanian & Mercier, Patrick P.",CICC'20,-227,0.55,6000,-66.3,0.56,65,6,0.86,0.23,0.27,143,-248.6,APLL,CP,LC,https://ieeexplore.ieee.org/document/9075944,"DC-DC power converters, Fractional-N, PLL, Power demand, Resistors, Voltage-controlled oscillators, class-D, low-power, narrowband IoT, phase locked loops, phase noise, single-supply, spur"
FALSE,Open-Source Fully-Synthesizable ADPLL for a Bluetooth Low-Energy Transmitter in 12nm FinFET Technology,"Kwon, Kyumin & Abdelatty, Omar & Wentzloff, David",RFIC'22,-220.7,3.91,4666,-32.5,0.063,12,40,2.4,0.9,0.38,60,-238.5,DPLL,TDC,Ring,https://ieeexplore.ieee.org/document/9863190,"Bluetooth, Calibration, FinFETs, Open Source Hardware, Radio transmitters, Radiofrequency integrated circuits, Table lookup, Time measurement, fractional-N PLL, synthesizable PLL"
TRUE,A 21.8-41.6GHz Fast-Locking Sub-Sampling PLL with Dead Zone Automatic Controller Achieving 62.7-fs Jitter and −250.3dB FoM,"Chen, Wen & Shu, Yiyang & Qian, Huizhen Jenny & Yin, Jun & Mak, Pui-In & Gao, Xiang & Luo, Xun",RFIC'22,-248.3,23.6,62.7,,0.18,40,100,31.7,19.8,0.62,317,-273.3,APLL,SS,LC,https://ieeexplore.ieee.org/document/9863104,"Frequency locked loops, Frequency measurement, Power demand, Radiofrequency integrated circuits, Switches, Time-frequency analysis, jitter, locking, millimeter-wave (mmW), sub-sampling phase-locked loop (SSPLL), wideband"
TRUE,A 3.3-4.5GHz Fractional-N Sampling PLL with A Merged Constant Slope DTC and Sampling PD in 40nm CMOS,"Jin, Gaofeng & Feng, Fei & Gao, Xiang & Chen, Wen & Shu, Yiyang & Luo, Xun",RFIC'21,-246.9,2.4,292,-54,0.36,40,100,3.9,1.2,0.31,39,-262.8,APLL,SS,LC,https://ieeexplore.ieee.org/document/9490495,"Detectors, Linearity, Merging, Noise cancellation, Power demand, Quantization (signal), digital-to-time converter, fractional-N PLL, jitter, low-power, sampling PLL"
